crdid,number
310864,37
158743,37
112900,37
82175,37
436509,37
436078,37
489970,37
549541,37
10557,37
13533,37
438434,37
10142,37
486428,37
80594,37
159506,37
549169,37
591851,37
82129,37
436619,37
159172,37
437341,37
437631,37
39637,37
435964,37
13166,37
159388,37
12431,37
436784,37
155851,37
12080,37
477499,37
48982,37
335538,37
437801,37
158262,37
133,37
436487,37
19294,37
483234,36
81661,36
157538,36
459124,36
451490,36
254473,36
12330,36
436691,36
436698,36
85420,36
158921,36
489974,36
10609,36
191046,36
437373,36
544704,36
11287,36
11981,36
435579,36
105416,36
105418,36
336228,36
438848,36
81467,36
313697,36
458956,36
436730,36
80116,36
437241,36
436476,36
436898,36
199348,36
435985,36
464015,36
437462,36
81472,36
436615,36
11038,36
437340,36
467653,36
438551,36
437182,36
437184,36
437187,36
11129,36
156057,36
438616,36
11609,36
157861,36
435660,36
436511,36
453576,36
488916,36
436331,36
436330,36
157881,36
437856,36
436515,36
12116,36
12092,36
11051,36
437908,35
437220,35
436989,35
435737,35
544449,35
502833,35
435600,35
437822,35
81687,35
11974,35
13532,35
10746,35
10859,35
11577,35
437703,35
476552,35
81212,35
324492,35
10148,35
438669,35
437646,35
83485,35
11677,35
547775,35
10512,35
436299,35
437987,35
435692,35
437161,35
490215,35
438666,35
158196,35
437922,35
484877,35
483366,35
452204,35
437177,35
156050,35
81778,35
438099,35
267460,35
159041,35
459214,35
11136,35
435638,35
83242,35
437797,35
437851,35
436225,35
159347,35
352328,35
83889,35
437791,35
159315,34
339116,34
157782,34
39666,34
155769,34
159202,34
437607,34
199003,34
333942,34
80843,34
159303,34
85359,34
435914,34
436116,34
437446,34
10155,34
437287,34
438738,34
489980,34
11901,34
159542,34
436595,34
83878,34
437098,34
437093,34
456074,34
454738,34
437506,34
45428,34
482498,34
267448,34
12149,34
202996,34
13124,34
436539,34
459045,34
436683,34
83547,34
155940,34
437743,34
437256,34
482613,34
83202,34
12185,34
544258,34
484862,34
11192,34
256548,34
437018,34
435771,34
437769,34
437612,34
437010,34
314366,33
436506,33
204720,33
489991,33
256086,33
158252,33
577371,33
157913,33
158321,33
11036,33
436032,33
438385,33
12037,33
12036,33
487583,33
436069,33
436071,33
464077,33
437288,33
191811,33
157907,33
437592,33
10573,33
159201,33
438590,33
11205,33
492793,33
159189,33
546746,33
158188,33
435820,33
159508,33
544502,33
503010,33
436909,33
16592,33
158194,33
158195,33
436955,33
232203,33
158300,33
436488,33
81659,33
437188,33
544323,33
196910,33
437814,33
11123,33
436808,33
437995,33
248500,33
436264,33
435860,33
436780,33
157126,33
438376,33
436049,33
81183,33
436510,33
9620,33
93775,33
489800,33
435776,33
591834,33
437276,33
107657,33
269297,32
36491,32
11557,32
437776,32
159524,32
437239,32
11957,32
483135,32
155792,32
437895,32
245585,32
10983,32
159191,32
16578,32
490014,32
437162,32
159540,32
437042,32
435940,32
437418,32
371906,32
435571,32
437705,32
436868,32
476711,32
436103,32
437478,32
267447,32
437074,32
249232,32
11093,32
311290,32
83261,32
327509,32
121324,32
11303,32
87421,32
82622,32
159175,32
11031,32
437345,32
437637,32
11451,32
547556,32
436143,32
454662,32
437941,32
159468,32
12089,32
156020,32
156029,32
83980,32
436514,32
436497,32
436200,32
436203,32
436767,32
459061,32
435615,32
83887,32
436057,32
82284,31
158320,31
544691,31
471349,31
490002,31
311183,31
492701,31
12456,31
247001,31
81621,31
158227,31
81751,31
82118,31
436927,31
544705,31
79899,31
11979,31
435756,31
11686,31
326695,31
90865,31
109777,31
10922,31
438652,31
248140,31
435886,31
547376,31
10976,31
79884,31
12704,31
437406,31
547772,31
547257,31
591852,31
436425,31
157335,31
11761,31
81573,31
480553,31
11270,31
13184,31
436522,31
437682,31
437818,31
436235,31
156230,31
544826,31
85417,31
435760,31
81513,31
438027,31
437174,31
231788,31
10465,31
157863,31
453386,31
438373,31
79169,31
11143,31
107006,31
437802,31
435775,31
437544,31
437275,31
436680,31
11951,31
438020,31
12439,31
10945,31
82446,30
436935,30
107942,30
437050,30
10072,30
10530,30
11851,30
309868,30
437606,30
468346,30
11745,30
437033,30
12065,30
437286,30
489983,30
435750,30
437258,30
486573,30
126927,30
438658,30
107589,30
437707,30
254589,30
489064,30
437475,30
438664,30
82635,30
484361,30
159181,30
435950,30
157360,30
159188,30
10864,30
38341,30
38646,30
10916,30
12056,30
11768,30
438585,30
437469,30
159174,30
12569,30
436959,30
490146,30
437684,30
437683,30
319233,30
441104,30
435765,30
12470,30
81605,30
480987,30
309861,30
435780,30
248722,30
493210,30
436040,30
91019,30
83214,30
435979,30
157340,30
11923,30
435804,30
437065,30
437540,30
44520,30
436687,30
436142,30
437364,30
437799,30
325835,30
107030,29
93763,29
11229,29
437450,29
436624,29
255977,29
10815,29
437316,29
544077,29
156665,29
437586,29
158096,29
437158,29
544448,29
10471,29
107616,29
543867,29
438647,29
80840,29
489985,29
360127,29
82085,29
480895,29
483154,29
107587,29
395022,29
267701,29
83179,29
436650,29
159499,29
156070,29
436108,29
158231,29
80208,29
10978,29
159183,29
437649,29
81692,29
490025,29
5402,29
436752,29
438637,29
83430,29
10911,29
436311,29
98291,29
483438,29
81633,29
13245,29
544781,29
156825,29
10215,29
448369,29
437945,29
12054,29
437078,29
11199,29
82132,29
107866,29
453312,29
107630,29
107639,29
11141,29
12097,29
436494,29
437195,29
12113,29
267805,29
80406,29
437673,29
11134,29
156815,29
437143,29
343735,29
492745,29
436278,29
438390,29
437760,29
437488,29
159530,29
155775,29
545196,29
157873,29
436939,28
80389,28
466277,28
437909,28
11388,28
267814,28
458977,28
45392,28
439844,28
490003,28
437589,28
158468,28
19264,28
437058,28
436452,28
436454,28
267496,28
309995,28
19322,28
254590,28
262930,28
438644,28
436806,28
155880,28
487144,28
282757,28
158211,28
435837,28
11578,28
105336,28
459054,28
11891,28
544211,28
435921,28
250945,28
11109,28
11913,28
267443,28
490021,28
503505,28
51279,28
437698,28
591826,28
13379,28
107815,28
437865,28
107998,28
436581,28
437081,28
157422,28
436878,28
12128,28
84434,28
10049,28
437970,28
437974,28
437463,28
436618,28
267455,28
106633,28
205177,28
90486,28
76974,28
107692,28
436770,28
436774,28
11978,28
156452,28
253565,28
81375,28
13476,28
435863,28
437073,28
84299,28
159169,28
10085,28
314971,28
157230,28
435972,28
481211,28
436201,28
83175,28
437273,28
156622,28
14008,28
107065,28
90846,28
435798,28
5498,28
13057,27
81730,27
435902,27
265623,27
12459,27
39668,27
483168,27
44838,27
11558,27
544254,27
170020497,27
155765,27
436648,27
10389,27
86873,27
464078,27
10820,27
435655,27
437163,27
83158,27
437044,27
437319,27
435833,27
483440,27
159433,27
437028,27
269460,27
83550,27
12071,27
157457,27
489409,27
267442,27
158068,27
282667,27
459037,27
159503,27
11114,27
435584,27
157337,27
438857,27
436902,27
12042,27
335114,27
5582,27
82125,27
159176,27
459117,27
87370,27
10767,27
468762,27
437063,27
436145,27
441024,27
437811,27
159185,27
436772,27
158106,27
436301,27
199708,27
454011,27
436538,27
248008,27
11265,27
437352,27
73150,27
10247,27
82450,27
13065,27
437939,27
159413,27
471287,27
11137,27
12440,27
80581,27
436814,27
83245,27
107654,27
438510,27
80193,27
159345,27
455041,27
159511,27
435616,27
12096,27
490222,27
107894,26
309427,26
347899,26
437318,26
333807,26
11101,26
436823,26
489222,26
544256,26
437844,26
437846,26
108161,26
10070,26
438381,26
435769,26
10476,26
11589,26
248851,26
436852,26
260096,26
437605,26
327830,26
437896,26
438640,26
86875,26
107021,26
437039,26
436070,26
437289,26
489988,26
155987,26
464490,26
459137,26
156906,26
155951,26
12162,26
437043,26
437411,26
547860,26
435572,26
159435,26
107605,26
106988,26
12073,26
159443,26
81587,26
437331,26
437643,26
354631,26
446990,26
437247,26
463973,26
80769,26
159351,26
435828,26
158173,26
159505,26
436427,26
437165,26
252973,26
438016,26
503932,26
436009,26
436008,26
437973,26
436976,26
12040,26
496229,26
107879,26
107767,26
482564,26
459023,26
85416,26
438029,26
16774,26
12297,26
13168,26
544126,26
107962,26
435596,26
82086,26
157601,26
436439,26
436191,26
436669,26
157288,26
157864,26
86883,26
36105,26
480657,26
253505,26
543896,26
10807,26
438033,26
312677,26
109970,26
436443,26
24014,26
81457,26
17468,26
438635,26
159159,26
24975,26
489640,26
435799,26
435797,26
548211,26
83891,25
107893,25
309428,25
436400,25
436501,25
327369,25
459206,25
10993,25
437298,25
155991,25
472389,25
436821,25
435819,25
256977,25
435731,25
82633,25
436062,25
40508,25
438643,25
326243,25
340577,25
11395,25
544752,25
437828,25
437324,25
13202,25
488293,25
107748,25
437739,25
13531,25
437591,25
12169,25
201926,25
16345,25
10376,25
488733,25
255154,25
436592,25
436000,25
12822,25
436758,25
158808,25
435993,25
449534,25
11904,25
474336,25
437024,25
12665,25
451373,25
239584,25
11323,25
436537,25
265159,25
435759,25
459239,25
157153,25
80592,25
435716,25
492735,25
82128,25
437212,25
436879,25
102285,25
490127,25
10207,25
436555,25
436552,25
437740,25
106303,25
159458,25
486769,25
477247,25
83365,25
490037,25
158193,25
438559,25
436486,25
481209,25
504210,25
81631,25
458994,25
544782,25
455082,25
327497,25
254842,25
446603,25
159534,25
11521,25
369103,25
437949,25
459241,25
157867,25
16580,25
42733,25
156932,25
11142,25
65397,25
256134,25
84390,25
82662,25
544689,25
438629,25
12446,25
464378,25
436442,25
437700,25
436182,25
84419,25
158233,25
265619,25
159535,25
459174,25
107892,24
489700,24
82651,24
86920,24
490008,24
107941,24
3804,24
483160,24
38152,24
436419,24
13884,24
83860,24
83284,24
192693,24
435764,24
106571,24
106574,24
441183,24
437238,24
82630,24
82631,24
437370,24
10381,24
80526,24
490231,24
156007,24
256970,24
436925,24
38511,24
439081,24
12061,24
90385,24
87011,24
437281,24
84611,24
24931,24
334344,24
155677,24
81175,24
11834,24
106515,24
486257,24
437045,24
435574,24
435706,24
436757,24
436759,24
483515,24
211504,24
205423,24
12132,24
591842,24
436072,24
10832,24
285420,24
80115,24
11788,24
435690,24
106892,24
74832,24
107596,24
12543,24
436585,24
80598,24
81387,24
159502,24
81136,24
494302,24
10398,24
435583,24
11763,24
11764,24
436550,24
82121,24
10062,24
437346,24
86913,24
155882,24
156037,24
474236,24
437408,24
49227,24
98066,24
544321,24
437813,24
318765,24
207992,24
441933,24
193438,24
157977,24
106545,24
157322,24
501492,24
84715,24
12053,24
486843,24
267462,24
42731,24
39936,24
11144,24
81665,24
39799,24
11374,24
10178,24
459210,24
459213,24
12304,24
12307,24
436336,24
437793,24
259570,24
193623,24
159472,24
101827,24
12118,24
312401,24
11125,23
459121,23
488893,23
157917,23
82154,23
83254,23
82090,23
438615,23
83287,23
438380,23
370476,23
90850,23
10473,23
106576,23
282382,23
435602,23
157592,23
83565,23
436061,23
109848,23
437038,23
437037,23
12062,23
82336,23
202115,23
159431,23
490194,23
437597,23
255627,23
258137,23
98068,23
483158,23
60870,23
84318,23
438625,23
438466,23
12131,23
435633,23
547697,23
267660,23
436411,23
159260,23
86864,23
106981,23
14826,23
35928,23
81463,23
11627,23
483322,23
484360,23
39730,23
283700,23
435643,23
42718,23
82065,23
436737,23
436731,23
484830,23
253372,23
156161,23
437407,23
98216,23
105571,23
84329,23
12544,23
10865,23
158208,23
102254,23
107997,23
365093,23
12284,23
159124,23
94723,23
476543,23
12970,23
488144,23
12120,23
547684,23
436424,23
10209,23
158839,23
503930,23
283121,23
438850,23
436907,23
268709,23
262240,23
107874,23
11968,23
97796,23
459111,23
436725,23
157922,23
103567,23
494943,23
286216,23
16684,23
12266,23
435961,23
100176,23
196917,23
159407,23
437810,23
486834,23
107718,23
81494,23
11259,23
13167,23
267855,23
38133,23
38135,23
318417,23
437947,23
437497,23
476321,23
436668,23
481763,23
159168,23
158151,23
19303,23
12088,23
481453,23
437787,23
469719,23
483877,23
481487,23
437421,23
322495,23
83084,23
437804,23
11178,23
10578,23
435689,23
551786,23
226246,23
16152,23
10063,23
107061,23
254648,23
437367,23
12090,23
437012,23
90503,23
121199,23
11156,23
437456,22
87007,22
437291,22
230011,22
16543,22
489814,22
267749,22
488551,22
435743,22
11103,22
439358,22
219394,22
247004,22
436068,22
39918,22
456949,22
544257,22
11710,22
311159,22
435733,22
137826,22
159526,22
436649,22
10107,22
11853,22
489976,22
83890,22
437101,22
107887,22
436883,22
435890,22
10589,22
155730,22
13331,22
10821,22
158247,22
222231,22
12642,22
81526,22
438017,22
247010,22
81965,22
318990,22
11684,22
488734,22
450509,22
435570,22
14934,22
435832,22
10526,22
10612,22
84001,22
82636,22
504538,22
81535,22
86867,22
82638,22
437471,22
159182,22
39738,22
155836,22
158959,22
159442,22
22020,22
591829,22
108603,22
159262,22
267361,22
107991,22
436588,22
492730,22
90877,22
49156,22
9195,22
12468,22
156095,22
159021,22
22139,22
436295,22
101635,22
437504,22
252469,22
155898,22
11274,22
437252,22
159451,22
487672,22
13223,22
159245,22
436727,22
436723,22
441969,22
501767,22
88047,22
219857,22
13079,22
157228,22
84521,22
107939,22
490147,22
437062,22
435682,22
81655,22
435966,22
159342,22
464449,22
80150,22
81619,22
487084,22
438445,22
311720,22
81606,22
106891,22
437171,22
11312,22
471844,22
435861,22
436663,22
453311,22
86882,22
10240,22
437784,22
335536,22
437936,22
489452,22
435778,22
437064,22
11132,22
438030,22
438032,22
435632,22
464231,22
38574,22
446999,22
437935,22
12098,22
459175,22
488977,22
156016,22
107898,21
107890,21
82287,21
307635,21
159296,21
436987,21
155992,21
472381,21
336392,21
437151,21
236138,21
108162,21
438618,21
267713,21
84026,21
471730,21
439405,21
11859,21
11857,21
84231,21
106575,21
98242,21
12953,21
437602,21
492746,21
438649,21
107886,21
436926,21
436882,21
158333,21
474263,21
436077,21
107684,21
12069,21
159304,21
486746,21
11896,21
267826,21
221477,21
155679,21
103581,21
102322,21
437443,21
60506,21
11680,21
12441,21
368442,21
438623,21
437095,21
12823,21
90861,21
159513,21
436651,21
159493,21
437502,21
159337,21
319541,21
436284,21
440729,21
336223,21
80003240,21
244817,21
327409,21
438659,21
107053,21
159335,21
436344,21
145898,21
488601,21
202997,21
437640,21
340882,21
158069,21
81695,21
104700,21
436732,21
439273,21
436410,21
444408,21
12699,21
550810,21
42183,21
155942,21
12707,21
312372,21
459232,21
492560,21
441115,21
262570,21
158085,21
481994,21
435821,21
435822,21
90873,21
503530,21
12122,21
547689,21
83548,21
548360,21
159088,21
105031,21
13312,21
449348,21
82122,21
437251,21
11269,21
107876,21
267457,21
255409,21
437639,21
101640,21
107769,21
156034,21
322614,21
107013,21
107014,21
437061,21
591837,21
13347,21
11661,21
10872,21
544822,21
480740,21
81518,21
81555,21
12154,21
158828,21
11313,21
547856,21
84326,21
12052,21
435667,21
104791,21
10080,21
267461,21
82559,21
437789,21
141402,21
98301,21
436046,21
482391,21
156285,21
11233,21
545764,21
544683,21
311575,21
107830,21
483312,21
159173,21
92346,21
437670,21
441227,21
494826,21
591872,21
11590,21
436686,21
436020,21
84418,21
108172,21
255939,21
81767,21
12024,21
12849,21
11706,21
436017,21
437365,21
489643,21
159224,21
41478,21
436050,21
82124,21
156018,21
245829,20
107897,20
436938,20
45635,20
466272,20
436505,20
264680,20
340981,20
83568,20
436125,20
159427,20
10994,20
157055,20
155993,20
191804,20
474091,20
489546,20
84571,20
436829,20
591845,20
463648,20
90858,20
451804,20
16606,20
155937,20
106438,20
10504,20
12108,20
436296,20
437910,20
467997,20
157729,20
343384,20
486508,20
12066,20
544702,20
435916,20
108386,20
159432,20
84247,20
159199,20
489986,20
10824,20
157111,20
263654,20
458961,20
490017,20
490010,20
13576,20
333814,20
79049,20
82083,20
437417,20
285608,20
12650,20
107983,20
90869,20
158937,20
436751,20
159384,20
81809,20
108425,20
482725,20
108198,20
437228,20
156477,20
438467,20
12136,20
38119,20
490209,20
545825,20
471869,20
437965,20
86865,20
12079,20
257580,20
81462,20
159441,20
107844,20
86908,20
158067,20
155859,20
488517,20
439272,20
10191,20
267538,20
248205,20
155945,20
107926,20
11598,20
437079,20
437697,20
85317,20
159250,20
267446,20
257642,20
81566,20
544509,20
483177,20
108183,20
437218,20
437214,20
102284,20
12123,20
11060,20
334895,20
310752,20
159353,20
11277,20
82629,20
159452,20
159170,20
437347,20
459094,20
158017,20
459116,20
484457,20
11177,20
436958,20
471907,20
471906,20
156171,20
84382,20
10066,20
10688,20
82146,20
13132,20
82143,20
437921,20
459227,20
502761,20
246991,20
23087,20
473682,20
435761,20
473047,20
313232,20
83182,20
436309,20
156128,20
485555,20
158440,20
436804,20
333914,20
11017,20
256163,20
436265,20
366206,20
437491,20
501762,20
10128,20
13199,20
464299,20
10944,20
155850,20
488476,20
194623,20
336215,20
336214,20
322513,20
95134,20
482605,20
12617,20
12613,20
91018,20
249067,20
368669,20
436517,20
437014,20
437198,20
463494,20
86743,20
80740,20
459211,20
93779,20
107839,20
436991,20
437738,20
435619,20
